date,time,booking_id,booking_status,customer_id,vehicle_type,pickup_location,drop_location,avg_vtat,avg_ctat,cancelled_rides_by_customer,reason_for_cancelling_by_customer,cancelled_rides_by_driver,reason_for_cancelling_by_driver,incomplete_rides,incomplete_rides_reason,booking_value,ride_distance,driver_ratings,customer_rating,Payment_Method
2024-02-13,04:00:00,CNR7522508087,Success,165963,"Prime SUV","Area 16","Area 23",11.4941,23.6303,0,,0,,0,,599,23.95,3.6,3.6,Cash
2024-02-10,08:09:00,CNR5739415614,Success,611032,"Prime SUV","Area 37","Area 21",3.92526,18.5965,0,,0,,0,,118,4.39,4.7,3.7,UPI
2024-02-08,07:58:00,CNR2501891379,Success,404429,Bike,"Area 39","Area 39",8.2649,8.83073,0,,0,,0,,858,16.75,4.2,3.4,UPI
2024-02-04,02:42:00,CNR8733578770,Success,320787,Mini,"Area 14","Area 23",12.0885,6.24179,0,,0,,0,,315,24.81,3.9,3.8,Card
2024-02-05,12:33:00,CNR1007679724,Success,293638,"Prime Sedan","Area 2","Area 1",6.89107,24.8084,0,,0,,0,,186,10.41,5,3.5,Cash
2024-02-06,17:49:00,CNR3059970635,Success,655631,"Prime Plus","Area 43","Area 44",4.12787,21.4337,0,,0,,0,,142,13.69,3.7,4.3,Cash
2024-02-13,20:35:00,CNR3408391857,"Cancelled by Customer",324540,"Prime Plus","Area 40","Area 23",0,0,1,"Wrong Address",0,,0,,345,0,0,0,UPI
2024-02-17,12:56:00,CNR2390388219,Success,421654,Mini,"Area 8","Area 12",7.998,20.8687,0,,0,,0,,496,24.55,4.7,3.2,Cash
2024-02-04,11:04:00,CNR3993460290,Success,421871,eBike,"Area 19","Area 45",9.20305,19.2819,0,,0,,0,,322,15.48,3.9,4.6,UPI
2024-02-17,05:36:00,CNR8397527080,"Cancelled By Driver",552037,Auto,"Area 22","Area 9",0,0,0,,1,"The customer was coughing/sick",0,,237,0,0,0,Cash
2024-02-02,18:25:00,CNR5507044311,Success,349912,eBike,"Area 2","Area 15",9.28252,20.7656,0,,0,,0,,582,6.06,4.8,3.9,Cash
2024-02-21,12:14:00,CNR2503378767,Success,181947,Bike,"Area 34","Area 35",6.59391,20.1937,0,,0,,0,,143,8.67,3.8,4.8,Cash
2024-02-22,02:19:00,CNR3041410793,Success,185696,Bike,"Area 46","Area 17",3.59501,16.9771,0,,0,,0,,534,2.21,4.3,4.9,Cash
2024-02-23,00:18:00,CNR9894713284,"Cancelled By Driver",420242,"Prime Plus","Area 7","Area 4",0,0,0,,1,"The customer was coughing/sick",0,,227,0,0,0,UPI
2024-02-15,18:42:00,CNR9382126910,Success,360382,Mini,"Area 20","Area 37",6.11517,23.1753,0,,0,,0,,402,2.52,4.3,3.7,UPI
2024-02-23,08:18:00,CNR3615211704,"Driver Not Found",304437,Bike,"Area 13","Area 9",0,0,0,,0,,0,,294,0,0,0,Cash
2024-02-28,02:22:00,CNR5708079057,Success,951687,"Prime Plus","Area 17","Area 43",13.8191,17.5897,0,,0,,0,,796,12.5,4.3,4.1,UPI
2024-02-26,12:26:00,CNR9310703258,Success,854909,Bike,"Area 43","Area 11",11.2354,23.7648,0,,0,,0,,183,5.58,4.7,3.4,Cash
2024-02-11,10:28:00,CNR8637068739,Success,200054,"Prime SUV","Area 11","Area 21",9.94469,13.5699,0,,0,,0,,498,7.8,3.9,4,Card
2024-02-17,20:58:00,CNR6191967387,Success,927644,"Prime SUV","Area 26","Area 25",11.2023,11.6213,0,,0,,0,,996,5.26,3.5,4.2,Card
2024-02-02,22:05:00,CNR1049610121,Success,600651,"Prime SUV","Area 23","Area 32",3.65864,6.18117,0,,0,,0,,869,4.23,4,4.6,UPI
2024-02-18,08:11:00,CNR6927558618,Success,535935,Auto,"Area 5","Area 39",6.08817,17.9006,0,,0,,0,,527,24.35,4.7,3.3,Cash
2024-02-15,11:17:00,CNR6629373647,"Cancelled By Driver",534361,"Prime Plus","Area 34","Area 45",0,0,0,,1,"More than permitted people in there",0,,570,0,0,0,UPI
2024-02-02,06:43:00,CNR6609436196,Success,107660,"Prime Plus","Area 1","Area 22",11.4498,8.95392,0,,0,,0,,260,20.87,3.4,4.7,UPI
2024-02-15,18:06:00,CNR1354911109,"Driver Not Found",990959,"Prime Sedan","Area 47","Area 2",0,0,0,,0,,0,,405,0,0,0,Card
2024-02-09,15:23:00,CNR2306308242,"Driver Not Found",106349,Auto,"Area 15","Area 44",0,0,0,,0,,0,,459,0,0,0,UPI
2024-02-14,05:23:00,CNR5314089117,"Cancelled By Driver",290501,eBike,"Area 15","Area 12",0,0,0,,1,"Customer related issue",0,,739,0,0,0,Card
2024-02-14,01:44:00,CNR2471539971,Success,453780,Auto,"Area 27","Area 22",13.3281,24.1345,0,,0,,0,,396,8.61,4.3,4.4,Cash
2024-02-07,10:30:00,CNR2730871901,Success,632026,"Prime SUV","Area 46","Area 30",10.0408,5.7994,0,,0,,1,"Other Issue",126,16.62,3.5,3.6,UPI
2024-02-18,14:14:00,CNR9479366926,Success,310564,Bike,"Area 13","Area 9",6.56824,6.24203,0,,0,,0,,905,7.96,5,3.7,UPI
2024-02-23,08:14:00,CNR5768316795,Success,609285,"Prime Plus","Area 39","Area 50",11.2688,23.1072,0,,0,,0,,347,19.57,3.4,4.1,UPI
2024-02-23,08:20:00,CNR2940306730,Success,661301,"Prime Plus","Area 7","Area 4",10.4419,24.7686,0,,0,,0,,261,22.73,4.9,4.9,Cash
2024-02-09,06:47:00,CNR6941071694,"Cancelled By Driver",788076,eBike,"Area 34","Area 25",0,0,0,,1,"Customer related issue",0,,499,0,0,0,Card
2024-02-16,13:07:00,CNR9575101430,"Driver Not Found",555752,Bike,"Area 14","Area 45",0,0,0,,0,,0,,486,0,0,0,Card
2024-02-25,13:58:00,CNR7329253715,Success,473704,eBike,"Area 20","Area 21",8.8038,24.1113,0,,0,,0,,302,24.54,3.1,3.5,Card
2024-02-12,18:51:00,CNR4832774967,"Driver Not Found",839636,Auto,"Area 40","Area 26",0,0,0,,0,,0,,884,0,0,0,UPI
2024-02-01,07:02:00,CNR7498340217,Success,999598,"Prime Plus","Area 10","Area 21",5.51596,24.2914,0,,0,,0,,142,12.6,4.7,4,Cash
2024-02-27,14:16:00,CNR1694964629,Success,909350,"Prime Sedan","Area 20","Area 39",10.2908,21.0979,0,,0,,1,"Customer Demand",458,17.33,4.5,3.8,Card
2024-02-10,20:13:00,CNR4512475841,Success,977849,Bike,"Area 2","Area 5",14.1209,23.5964,0,,0,,0,,267,7.73,3.9,4.1,Card
2024-02-15,06:00:00,CNR9190599055,"Driver Not Found",222371,eBike,"Area 47","Area 49",0,0,0,,0,,0,,659,0,0,0,Card
2024-02-16,07:45:00,CNR7746318864,Success,356675,"Prime Sedan","Area 14","Area 18",5.47239,16.0847,0,,0,,0,,607,6.71,3.6,3.8,Cash
2024-02-12,12:53:00,CNR2420125869,Success,275324,Bike,"Area 17","Area 3",7.4483,11.4618,0,,0,,0,,438,4.76,3.9,4.8,Cash
2024-02-07,15:07:00,CNR7740398040,"Driver Not Found",589803,Auto,"Area 19","Area 18",0,0,0,,0,,0,,266,0,0,0,Cash
2024-02-29,04:54:00,CNR5425281183,Success,631014,Mini,"Area 6","Area 4",5.34479,12.1166,0,,0,,0,,123,6.95,4.9,4.8,UPI
2024-02-20,18:11:00,CNR1211479606,"Cancelled by Customer",891450,"Prime Plus","Area 17","Area 40",0,0,1,"Driver asked to cancel",0,,0,,325,0,0,0,Card
2024-02-04,18:44:00,CNR6148092954,"Cancelled by Customer",761284,Mini,"Area 26","Area 36",0,0,1,"Wrong Address",0,,0,,328,0,0,0,UPI
2024-02-28,21:15:00,CNR4118096062,Success,649301,eBike,"Area 1","Area 30",3.7276,12.3253,0,,0,,0,,2998,5.73,3.9,4.9,Cash
2024-02-01,06:28:00,CNR7013268661,"Cancelled by Customer",599868,Auto,"Area 8","Area 43",0,0,1,"Wrong Address",0,,0,,474,0,0,0,Card
2024-02-28,15:40:00,CNR6700315624,Success,795581,Auto,"Area 31","Area 30",3.55242,23.7198,0,,0,,0,,363,8.22,4.8,3.3,Cash
2024-02-05,06:50:00,CNR9780942073,"Cancelled By Driver",405803,Bike,"Area 35","Area 6",0,0,0,,1,"The customer was coughing/sick",0,,841,0,0,0,UPI
2024-02-12,12:07:00,CNR1303420868,"Driver Not Found",718371,eBike,"Area 1","Area 2",0,0,0,,0,,0,,311,0,0,0,Cash
2024-02-26,09:15:00,CNR4825495560,Success,603312,eBike,"Area 33","Area 2",7.17347,11.8731,0,,0,,0,,253,23.41,3.9,3.7,UPI
2024-02-24,08:29:00,CNR9581553060,Success,219737,"Prime Sedan","Area 19","Area 10",8.38526,23.011,0,,0,,0,,878,14.9,4.5,3.4,Cash
2024-02-11,10:23:00,CNR4471393405,Success,786189,Bike,"Area 12","Area 15",3.07859,22.6254,0,,0,,0,,2513,5.08,3.7,4.4,Cash
2024-02-11,14:08:00,CNR2977446770,Success,381600,"Prime Sedan","Area 41","Area 27",13.3218,16.5575,0,,0,,0,,367,4.73,4,3.6,Cash
2024-02-08,19:25:00,CNR4630972514,"Cancelled By Driver",403752,eBike,"Area 38","Area 35",0,0,0,,1,"More than permitted people in there",0,,124,0,0,0,Cash
2024-02-12,14:33:00,CNR8781165661,Success,329721,eBike,"Area 46","Area 36",6.13513,16.0277,0,,0,,0,,364,10.62,3.4,4.2,Card
2024-02-28,19:10:00,CNR5508230937,Success,817142,"Prime Plus","Area 29","Area 42",5.05541,16.8111,0,,0,,0,,151,12.73,4.4,3.4,Card
2024-02-29,18:51:00,CNR1844033674,Success,559309,Bike,"Area 41","Area 34",9.72487,20.4836,0,,0,,0,,288,11.69,4.5,4.5,Cash
2024-02-04,11:01:00,CNR9204358140,"Driver Not Found",711940,"Prime SUV","Area 48","Area 36",0,0,0,,0,,0,,355,0,0,0,Cash
2024-02-15,18:58:00,CNR7979316874,Success,413651,Auto,"Area 45","Area 14",13.2772,12.6366,0,,0,,0,,140,21.64,3.9,3.3,Cash
2024-02-19,19:25:00,CNR5380905297,Success,173506,"Prime Plus","Area 5","Area 11",10.4226,20.112,0,,0,,0,,219,21.78,3.2,4.7,Card
2024-02-26,13:16:00,CNR1835888554,"Cancelled by Customer",732328,Mini,"Area 8","Area 26",0,0,1,"Wrong Address",0,,0,,379,0,0,0,Cash
2024-02-15,01:49:00,CNR8280658968,Success,158023,Mini,"Area 9","Area 13",9.69749,21.8374,0,,0,,1,"Vehicle Breakdown",671,7.8,3.3,3.7,UPI
2024-02-14,18:58:00,CNR9431258749,Success,147483,Auto,"Area 17","Area 11",14.3101,10.739,0,,0,,0,,337,5.2,3.2,4.6,UPI
2024-02-17,08:38:00,CNR8402916996,"Cancelled By Driver",517141,"Prime Plus","Area 21","Area 1",0,0,0,,1,"The customer was coughing/sick",0,,396,0,0,0,Cash
2024-02-25,03:35:00,CNR2266330500,Success,578733,Mini,"Area 27","Area 32",11.4412,11.7129,0,,0,,0,,259,14.45,3.7,4.8,Cash
2024-02-14,18:24:00,CNR3803979739,Success,738649,Mini,"Area 3","Area 24",9.87146,10.4551,0,,0,,0,,126,21.94,5,3.4,UPI
2024-02-10,06:21:00,CNR4847666717,"Driver Not Found",601244,Auto,"Area 19","Area 21",0,0,0,,0,,0,,379,0,0,0,Cash
2024-02-28,00:01:00,CNR4409419778,Success,458835,"Prime SUV","Area 41","Area 29",13.2013,21.9319,0,,0,,0,,922,23.99,4.8,4.9,Card
2024-02-16,03:34:00,CNR5914334332,"Cancelled By Driver",550320,Mini,"Area 22","Area 37",0,0,0,,1,"More than permitted people in there",0,,478,0,0,0,UPI
2024-02-06,19:18:00,CNR1332737500,"Cancelled by Customer",448447,Auto,"Area 20","Area 25",0,0,1,"Wrong Address",0,,0,,2752,0,0,0,Cash
2024-02-22,10:50:00,CNR2832596812,Success,865290,eBike,"Area 41","Area 16",4.6648,8.31851,0,,0,,0,,105,2.3,4.7,3.4,UPI
2024-02-27,00:40:00,CNR8251597048,Success,680185,"Prime Sedan","Area 44","Area 22",13.4644,6.64512,0,,0,,0,,999,6.29,4,4.7,Cash
2024-02-27,07:25:00,CNR3402232835,"Cancelled By Driver",246491,"Prime Plus","Area 36","Area 50",0,0,0,,1,"More than permitted people in there",0,,794,0,0,0,Cash
2024-02-04,02:16:00,CNR4824458284,Success,489409,Bike,"Area 33","Area 20",12.2026,16.9527,0,,0,,1,"Vehicle Breakdown",524,18.35,3.1,4.5,Cash
2024-02-06,13:02:00,CNR4861479183,Success,862885,"Prime Sedan","Area 35","Area 9",13.8956,9.60964,0,,0,,0,,114,15.43,3.1,4.7,Card
2024-02-16,15:50:00,CNR1921049689,"Cancelled by Customer",437520,"Prime SUV","Area 49","Area 8",0,0,1,"Change of plans",0,,0,,620,0,0,0,Card
2024-02-22,15:44:00,CNR8866870131,Success,210006,Bike,"Area 49","Area 20",7.66695,8.56543,0,,0,,0,,595,3.06,4.9,4.7,Cash
2024-02-09,18:31:00,CNR7775867975,Success,242679,Mini,"Area 48","Area 36",4.92743,5.5438,0,,0,,0,,250,23.93,3.7,4.4,Card
2024-02-06,13:39:00,CNR1327497682,Success,815040,Bike,"Area 39","Area 26",7.79869,10.3625,0,,0,,0,,500,4.32,3.1,4.9,Card
2024-02-20,06:22:00,CNR1873840537,"Cancelled By Driver",380350,Bike,"Area 38","Area 20",0,0,0,,1,"More than permitted people in there",0,,384,0,0,0,Cash
2024-02-24,18:48:00,CNR4321740736,Success,847351,"Prime Sedan","Area 40","Area 16",4.74436,21.7112,0,,0,,0,,505,22.11,4.9,4.9,UPI
2024-02-21,14:14:00,CNR9126094628,Success,105710,Mini,"Area 37","Area 29",6.74287,13.5532,0,,0,,0,,109,9.14,4.4,3.7,Card
2024-02-27,02:02:00,CNR5395299549,Success,718720,Mini,"Area 50","Area 33",6.90645,7.22032,0,,0,,0,,780,9.97,3.6,3.9,Cash
2024-02-26,01:55:00,CNR5773615496,"Cancelled By Driver",690150,eBike,"Area 49","Area 26",0,0,0,,1,"Personal & Car related issues",0,,248,0,0,0,Cash
2024-02-22,10:31:00,CNR2907290344,Success,282859,"Prime Sedan","Area 8","Area 1",5.64167,24.8374,0,,0,,0,,398,24.51,3.5,3.6,Cash
2024-02-01,02:37:00,CNR2938603983,Success,552775,"Prime Plus","Area 35","Area 35",11.359,10.7309,0,,0,,0,,419,15.44,3.9,3.7,Cash
2024-02-04,04:38:00,CNR4689768909,"Cancelled By Driver",898267,Bike,"Area 39","Area 1",0,0,0,,1,"Customer related issue",0,,287,0,0,0,Cash
2024-02-04,21:17:00,CNR8733270299,Success,265865,eBike,"Area 30","Area 40",11.7262,18.4568,0,,0,,0,,432,17.92,3.5,4.1,UPI
2024-02-22,20:21:00,CNR1045189227,"Cancelled By Driver",434655,"Prime SUV","Area 14","Area 3",0,0,0,,1,"More than permitted people in there",0,,313,0,0,0,Cash
2024-02-16,00:49:00,CNR3413472968,Success,554135,"Prime Plus","Area 6","Area 25",9.90303,19.5189,0,,0,,1,"Customer Demand",120,21.24,4.7,4.8,Cash
2024-02-13,23:04:00,CNR4259572285,Success,417396,"Prime Sedan","Area 5","Area 50",13.7505,6.79629,0,,0,,0,,763,16.72,4.3,3.8,Cash
2024-02-09,00:45:00,CNR9883708259,Success,360090,Mini,"Area 31","Area 18",3.89388,23.4668,0,,0,,0,,963,20.75,4.5,4.3,Cash
2024-02-11,10:51:00,CNR4495327266,"Cancelled By Driver",408989,Mini,"Area 45","Area 41",0,0,0,,1,"Personal & Car related issues",0,,123,0,0,0,Card
2024-02-25,17:51:00,CNR7648949386,Success,679044,"Prime SUV","Area 45","Area 21",7.17583,20.8336,0,,0,,0,,108,17.13,5,4.1,Cash
2024-02-12,15:51:00,CNR2069492599,Success,578077,Auto,"Area 13","Area 40",10.2611,15.8341,0,,0,,0,,255,6.96,4.9,3.7,Cash
2024-02-29,14:45:00,CNR4732767852,Success,576789,Bike,"Area 41","Area 1",5.62358,5.80463,0,,0,,0,,490,6.23,4.3,4.3,Card
2024-02-16,02:25:00,CNR9443432990,"Cancelled By Driver",443861,Auto,"Area 21","Area 46",0,0,0,,1,"More than permitted people in there",0,,950,0,0,0,Cash
2024-02-14,10:03:00,CNR7396468505,"Driver Not Found",201986,"Prime SUV","Area 24","Area 3",0,0,0,,0,,0,,132,0,0,0,Cash
2024-02-23,20:57:00,CNR9773978436,"Driver Not Found",636425,Mini,"Area 6","Area 42",0,0,0,,0,,0,,738,0,0,0,UPI
2024-02-23,15:46:00,CNR5845441902,Success,873748,eBike,"Area 24","Area 20",9.84945,17.825,0,,0,,0,,253,15.81,4.7,4,UPI
2024-02-09,17:09:00,CNR4765098674,"Driver Not Found",819674,Auto,"Area 18","Area 27",0,0,0,,0,,0,,306,0,0,0,UPI
2024-02-05,23:07:00,CNR5861705029,"Driver Not Found",212908,"Prime SUV","Area 39","Area 15",0,0,0,,0,,0,,268,0,0,0,Cash
2024-02-15,09:38:00,CNR9172982271,"Cancelled by Customer",803307,Bike,"Area 23","Area 35",0,0,1,"Change of plans",0,,0,,349,0,0,0,UPI
2024-02-07,07:02:00,CNR7316711550,Success,523388,Bike,"Area 20","Area 30",10.7928,15.4568,0,,0,,0,,781,8.04,3.5,4.6,Card
2024-02-10,11:53:00,CNR7070091012,"Cancelled By Driver",950978,"Prime Plus","Area 17","Area 30",0,0,0,,1,"Personal & Car related issues",0,,252,0,0,0,Cash
2024-02-27,12:48:00,CNR5288121097,Success,774564,Auto,"Area 29","Area 19",5.64492,5.37168,0,,0,,0,,897,10.07,3.4,4.6,UPI
2024-02-19,02:36:00,CNR6074959269,Success,844948,Mini,"Area 32","Area 37",6.12791,6.65057,0,,0,,0,,479,20.07,3.6,3,Cash
2024-02-20,11:36:00,CNR9922163794,"Cancelled by Customer",707430,eBike,"Area 9","Area 20",0,0,1,"AC is not working",0,,0,,649,0,0,0,Cash
2024-02-19,22:00:00,CNR8202870452,"Driver Not Found",756234,Mini,"Area 27","Area 40",0,0,0,,0,,0,,205,0,0,0,Cash
2024-02-14,01:23:00,CNR4190538675,"Cancelled By Driver",121386,Auto,"Area 25","Area 25",0,0,0,,1,"The customer was coughing/sick",0,,469,0,0,0,Cash
2024-02-24,14:05:00,CNR6965371808,Success,688654,Auto,"Area 45","Area 48",5.16399,18.2467,0,,0,,0,,419,16.82,4.3,3.1,UPI
2024-02-23,02:34:00,CNR6901643728,"Driver Not Found",911364,Bike,"Area 34","Area 18",0,0,0,,0,,0,,379,0,0,0,Card
2024-02-09,07:16:00,CNR2877004246,"Driver Not Found",605722,Bike,"Area 41","Area 30",0,0,0,,0,,0,,164,0,0,0,Cash
2024-02-20,22:55:00,CNR8240666476,"Driver Not Found",261601,"Prime Sedan","Area 21","Area 17",0,0,0,,0,,0,,103,0,0,0,Cash
2024-02-29,20:38:00,CNR8231589822,"Driver Not Found",704823,"Prime Sedan","Area 6","Area 16",0,0,0,,0,,0,,927,0,0,0,Cash
2024-02-25,15:11:00,CNR2428191936,Success,475948,"Prime Sedan","Area 12","Area 27",8.95391,20.5811,0,,0,,0,,438,15.82,4.1,3.7,Card
2024-02-19,16:06:00,CNR9256868907,Success,744826,Mini,"Area 4","Area 37",7.83333,16.4674,0,,0,,0,,508,6.53,4.6,4.1,UPI
2024-02-07,11:57:00,CNR6336190017,"Driver Not Found",996101,Bike,"Area 36","Area 31",0,0,0,,0,,0,,250,0,0,0,UPI
2024-02-09,16:37:00,CNR3639340619,Success,316463,Bike,"Area 1","Area 23",5.4458,16.4031,0,,0,,0,,187,10.64,3.1,4.3,Cash
2024-02-07,11:31:00,CNR8750127111,"Cancelled By Driver",948015,Auto,"Area 30","Area 1",0,0,0,,1,"Personal & Car related issues",0,,350,0,0,0,Card
2024-02-25,09:11:00,CNR2991778763,Success,229278,Bike,"Area 47","Area 39",11.3934,20.8325,0,,0,,0,,576,7.16,3.4,4.3,UPI
2024-02-29,17:27:00,CNR4661814005,"Cancelled By Driver",452226,Mini,"Area 26","Area 24",0,0,0,,1,"More than permitted people in there",0,,180,0,0,0,UPI
2024-02-06,10:48:00,CNR7768000027,"Driver Not Found",669894,Auto,"Area 19","Area 45",0,0,0,,0,,0,,981,0,0,0,Card
2024-02-22,18:39:00,CNR5127997687,"Cancelled By Driver",198521,"Prime Plus","Area 26","Area 19",0,0,0,,1,"Personal & Car related issues",0,,973,0,0,0,Cash
2024-02-05,06:35:00,CNR9687072116,Success,102864,"Prime SUV","Area 19","Area 20",4.53998,21.5533,0,,0,,0,,565,24.62,3.5,4.5,UPI
2024-02-26,23:35:00,CNR2081788725,"Cancelled By Driver",938303,eBike,"Area 48","Area 7",0,0,0,,1,"Customer related issue",0,,112,0,0,0,Card
2024-02-04,12:16:00,CNR3231498517,"Cancelled By Driver",728024,Bike,"Area 36","Area 3",0,0,0,,1,"Personal & Car related issues",0,,366,0,0,0,Card
2024-02-01,20:36:00,CNR1685206381,Success,792323,Mini,"Area 38","Area 8",4.26318,12.423,0,,0,,0,,900,9.96,3.5,3.4,Card
2024-02-26,21:43:00,CNR9563045444,Success,182329,"Prime SUV","Area 50","Area 19",3.00091,11.5546,0,,0,,0,,371,12.33,3.2,4.3,Card
2024-02-27,12:46:00,CNR9346483492,Success,744428,"Prime SUV","Area 42","Area 3",4.30222,23.3152,0,,0,,0,,707,7.58,3.3,4.4,UPI
2024-02-09,15:08:00,CNR6646379124,Success,382794,eBike,"Area 29","Area 45",3.05655,12.2438,0,,0,,0,,912,2.45,3.7,3.4,Cash
2024-02-04,23:21:00,CNR2114392773,Success,765546,Bike,"Area 45","Area 25",7.10015,11.0595,0,,0,,0,,143,22.65,4.2,4.6,Cash
2024-02-02,05:07:00,CNR2095508930,Success,886582,Auto,"Area 26","Area 46",11.1536,19.6111,0,,0,,0,,838,13.14,3.7,4.5,Cash
2024-02-22,12:17:00,CNR4244474095,"Driver Not Found",186736,Auto,"Area 32","Area 42",0,0,0,,0,,0,,253,0,0,0,UPI
2024-02-28,17:58:00,CNR1533231100,"Driver Not Found",551221,Bike,"Area 44","Area 47",0,0,0,,0,,0,,929,0,0,0,UPI
2024-02-21,19:14:00,CNR9289834895,"Cancelled by Customer",358930,"Prime Sedan","Area 26","Area 24",0,0,1,"AC is not working",0,,0,,336,0,0,0,UPI
2024-02-10,12:16:00,CNR5338227986,Success,501470,Auto,"Area 14","Area 8",12.3204,17.8496,0,,0,,0,,696,20.15,3.9,4.9,Cash
2024-02-01,01:12:00,CNR5817827115,Success,678683,"Prime SUV","Area 29","Area 36",7.57623,22.5772,0,,0,,0,,491,4.31,4.2,3.3,UPI
2024-02-20,00:59:00,CNR9780370357,Success,835126,"Prime SUV","Area 50","Area 41",7.03387,23.8492,0,,0,,0,,140,8.8,4.8,4.9,Card
2024-02-02,09:11:00,CNR7808509805,Success,345326,Bike,"Area 21","Area 6",10.083,11.8492,0,,0,,0,,870,20.74,3.9,4.9,Cash
2024-02-18,14:43:00,CNR8190867775,Success,923050,Auto,"Area 22","Area 6",12.3171,15.7404,0,,0,,0,,196,11.89,3.8,4.8,UPI
2024-02-28,13:14:00,CNR7393706510,"Cancelled By Driver",325521,"Prime Sedan","Area 17","Area 5",0,0,0,,1,"Personal & Car related issues",0,,668,0,0,0,Cash
2024-02-05,02:54:00,CNR4039982275,"Cancelled By Driver",507556,Bike,"Area 50","Area 25",0,0,0,,1,"The customer was coughing/sick",0,,722,0,0,0,Card
2024-02-20,04:34:00,CNR8828985368,"Cancelled By Driver",163563,Bike,"Area 43","Area 49",0,0,0,,1,"Customer related issue",0,,674,0,0,0,Cash
2024-02-17,06:52:00,CNR8081389961,"Driver Not Found",432199,Auto,"Area 45","Area 20",0,0,0,,0,,0,,899,0,0,0,Cash
2024-02-20,07:59:00,CNR7773666311,Success,689563,Mini,"Area 42","Area 45",8.29162,10.8986,0,,0,,0,,437,12.34,4,3.7,Cash
2024-02-16,00:36:00,CNR9450974150,Success,771926,Bike,"Area 8","Area 35",5.85462,23.8177,0,,0,,0,,218,15.04,4.2,3.4,Card
2024-02-03,15:10:00,CNR7768761521,"Driver Not Found",588490,Bike,"Area 7","Area 38",0,0,0,,0,,0,,440,0,0,0,Cash
2024-02-15,07:19:00,CNR6621434814,Success,872430,"Prime Sedan","Area 32","Area 15",10.9699,9.55264,0,,0,,0,,799,7.31,4.9,4.9,Card
2024-02-03,12:26:00,CNR7892498748,"Cancelled by Customer",641355,"Prime Plus","Area 34","Area 15",0,0,1,"Wrong Address",0,,0,,333,0,0,0,Card
2024-02-04,15:28:00,CNR6997579048,"Driver Not Found",612399,Auto,"Area 22","Area 17",0,0,0,,0,,0,,347,0,0,0,Cash
2024-02-13,09:00:00,CNR8238087631,Success,273357,Auto,"Area 4","Area 24",6.10662,7.17468,0,,0,,0,,327,6.58,4,3.6,Cash
2024-02-23,17:21:00,CNR4283163873,Success,474004,eBike,"Area 8","Area 49",6.83781,12.6632,0,,0,,0,,102,4.9,3.1,3.2,UPI
2024-02-13,18:18:00,CNR6663946912,Success,111904,"Prime Sedan","Area 45","Area 18",4.17308,14.3969,0,,0,,0,,274,15.95,4.7,3.3,UPI
2024-02-28,13:03:00,CNR5509445022,Success,262054,Mini,"Area 38","Area 16",11.4125,6.86301,0,,0,,0,,639,15.83,4.4,4.5,UPI
2024-02-10,19:17:00,CNR8330403159,Success,663473,Mini,"Area 35","Area 1",14.4056,21.1892,0,,0,,0,,357,22.23,4.6,4.1,Cash
2024-02-11,11:59:00,CNR8670069923,"Driver Not Found",711748,Mini,"Area 40","Area 17",0,0,0,,0,,0,,157,0,0,0,Cash
2024-02-19,19:34:00,CNR4655323187,"Cancelled By Driver",981065,eBike,"Area 42","Area 25",0,0,0,,1,"Personal & Car related issues",0,,807,0,0,0,Card
2024-02-18,02:41:00,CNR4432523221,"Cancelled By Driver",318603,"Prime Plus","Area 28","Area 6",0,0,0,,1,"Personal & Car related issues",0,,260,0,0,0,Cash
2024-02-07,20:54:00,CNR9478890560,Success,478677,"Prime Plus","Area 1","Area 21",6.41478,7.63949,0,,0,,0,,439,24.79,3.3,3.5,Card
2024-02-21,00:20:00,CNR1863772975,"Cancelled By Driver",915190,"Prime SUV","Area 8","Area 5",0,0,0,,1,"Personal & Car related issues",0,,780,0,0,0,Card
2024-02-20,00:13:00,CNR7218998013,Success,224671,Bike,"Area 21","Area 15",6.86191,10.1274,0,,0,,0,,206,14.29,4.2,3.4,Cash
2024-02-03,07:31:00,CNR6377129474,Success,533209,Bike,"Area 1","Area 39",5.87738,6.01315,0,,0,,0,,329,13.54,3.5,3.7,UPI
2024-02-03,09:06:00,CNR8194074209,Success,967793,"Prime Plus","Area 37","Area 39",4.45707,7.78505,0,,0,,0,,139,19.4,4.5,3.5,Cash
2024-02-01,12:57:00,CNR1581794728,"Cancelled By Driver",932587,Auto,"Area 3","Area 13",0,0,0,,1,"Customer related issue",0,,294,0,0,0,UPI
2024-02-01,16:37:00,CNR5928554403,Success,800863,"Prime SUV","Area 18","Area 8",12.9552,7.04765,0,,0,,1,"Vehicle Breakdown",193,10.05,4.4,4.3,Cash
2024-02-10,07:39:00,CNR2055294163,Success,930599,Auto,"Area 47","Area 34",13.0137,14.8666,0,,0,,0,,821,8.04,3.2,3.5,Card
2024-02-20,04:02:00,CNR4003688831,"Cancelled By Driver",353854,"Prime SUV","Area 31","Area 49",0,0,0,,1,"Customer related issue",0,,693,0,0,0,Cash
2024-02-20,03:00:00,CNR4417791021,Success,435847,Auto,"Area 26","Area 32",10.1986,23.2948,0,,0,,0,,390,10.49,4.3,3.8,UPI
2024-02-08,06:12:00,CNR5042302424,Success,733266,"Prime Sedan","Area 9","Area 25",9.47826,12.8902,0,,0,,0,,253,6.03,3.3,4.5,Cash
